day,hour,is_weekend,is_raining,incident,edge_id,origin,destination,length_km,speed_limit_kmph,congestion_level
3,15,0,0,0,38,Jn-32,Jn-42,1.74,30,0.314
3,15,0,0,0,39,Koramangala,Jn-34,1.17,60,0.22
3,15,0,0,0,40,Koramangala,Jn-43,1.05,50,0.268
3,15,0,0,0,41,Jn-34,Jn-35,1.84,60,0.343
3,15,0,0,0,42,Jn-34,Jn-44,1.37,30,0.341
3,15,0,0,0,43,Jn-35,Jn-45,1.3,30,0.233
3,15,0,0,0,44,Jn-40,Jn-41,1.43,40,0.308
3,15,0,0,0,45,Jn-40,Silk Board,1.94,40,0.397
3,15,0,0,0,46,Jn-41,Jn-42,2.31,60,0.276
3,15,0,0,0,47,Jn-41,Jn-51,1.62,40,0.255
3,15,0,0,0,48,Jn-42,Jn-43,2.21,60,0.266
3,15,0,0,0,49,Jn-42,Jn-52,2.36,30,0.267
3,15,0,0,0,50,Jn-43,Jn-44,1.64,60,0.352
3,15,0,0,0,51,Jn-43,Jn-53,1.46,40,0.264
3,15,0,0,0,52,Jn-44,Jn-45,1.63,30,0.374
3,15,0,0,0,53,Jn-44,Jn-54,1.4,60,0.427
3,15,0,0,0,54,Jn-45,Electronic City,1.48,60,0.289
3,15,0,0,0,55,Silk Board,Jn-51,1.61,40,0.366
3,15,0,0,0,56,Jn-51,Jn-52,2.44,40,0.294
3,15,0,0,0,57,Jn-52,Jn-53,2.07,30,0.264
3,15,0,0,0,58,Jn-53,Jn-54,1.06,30,0.376
3,15,0,0,0,59,Jn-54,Electronic City,1.62,50,0.298
3,16,0,0,0,0,Hebbal,Jn-01,1.56,30,0.301
3,16,0,0,0,1,Hebbal,Jn-10,2.17,30,0.224
3,16,0,0,0,2,Jn-01,Jn-02,1.23,50,0.22
3,16,0,0,0,3,Jn-01,Jn-11,1.5,60,0.334
3,16,0,0,0,4,Jn-02,Jn-03,1.03,40,0.35
3,16,0,0,0,5,Jn-02,Jn-12,2.41,40,0.267
3,16,0,0,0,6,Jn-03,Jn-04,1.28,60,0.31
3,16,0,0,0,7,Jn-03,Jn-13,1.01,30,0.28
3,16,0,0,0,8,Jn-04,KR Puram,1.92,40,0.297
3,16,0,0,0,9,Jn-04,Jn-14,2.46,50,0.314
3,16,0,0,0,10,KR Puram,Jn-15,2.18,50,0.272
3,16,0,0,0,11,Jn-10,Jn-11,2.47,30,0.216
3,16,0,0,0,12,Jn-10,Jn-20,1.91,30,0.292
3,16,0,0,0,13,Jn-11,Jn-12,1.02,30,0.439
3,16,0,0,0,14,Jn-11,Jn-21,2.21,30,0.226
3,16,0,0,0,15,Jn-12,Jn-13,1.35,60,0.295
3,16,0,0,0,16,Jn-12,MG Road,1.18,30,0.337
3,16,0,0,0,17,Jn-13,Jn-14,1.26,30,0.313
3,16,0,0,0,18,Jn-13,Jn-23,1.99,40,0.371
3,16,0,0,0,19,Jn-14,Jn-15,1.31,60,0.275
3,16,0,0,0,20,Jn-14,Jn-24,2.45,40,0.299
3,16,0,0,0,21,Jn-15,Jn-25,1.59,60,0.321
3,16,0,0,0,22,Jn-20,Jn-21,2.38,60,0.222
3,16,0,0,0,23,Jn-20,Jn-30,1.78,40,0.308
3,16,0,0,0,24,Jn-21,MG Road,1.58,40,0.316
3,16,0,0,0,25,Jn-21,Jn-31,1.88,30,0.289
3,16,0,0,0,26,MG Road,Jn-23,1.81,30,0.247
3,16,0,0,0,27,MG Road,Jn-32,1.25,30,0.362
3,16,0,0,0,28,Jn-23,Jn-24,2.16,60,0.259
3,16,0,0,0,29,Jn-23,Koramangala,1.02,50,0.376
3,16,0,0,0,30,Jn-24,Jn-25,2.09,30,0.305
3,16,0,0,0,31,Jn-24,Jn-34,2.39,40,0.331
3,16,0,0,0,32,Jn-25,Jn-35,2.29,60,0.313
3,16,0,0,0,33,Jn-30,Jn-31,1.14,50,0.227
3,16,0,0,0,34,Jn-30,Jn-40,1.49,50,0.315
3,16,0,0,0,35,Jn-31,Jn-32,1.41,50,0.276
3,16,0,0,0,36,Jn-31,Jn-41,1.18,40,0.268
3,16,0,0,0,37,Jn-32,Koramangala,2.08,50,0.411
3,16,0,0,0,38,Jn-32,Jn-42,1.74,30,0.366
3,16,0,0,0,39,Koramangala,Jn-34,1.17,60,0.266
3,16,0,0,0,40,Koramangala,Jn-43,1.05,50,0.309
3,16,0,0,0,41,Jn-34,Jn-35,1.84,60,0.31
3,16,0,0,0,42,Jn-34,Jn-44,1.37,30,0.292
3,16,0,0,0,43,Jn-35,Jn-45,1.3,30,0.276
3,16,0,0,0,44,Jn-40,Jn-41,1.43,40,0.32
3,16,0,0,0,45,Jn-40,Silk Board,1.94,40,0.225
3,16,0,0,0,46,Jn-41,Jn-42,2.31,60,0.254
3,16,0,0,0,47,Jn-41,Jn-51,1.62,40,0.305
3,16,0,0,0,48,Jn-42,Jn-43,2.21,60,0.289
3,16,0,0,0,49,Jn-42,Jn-52,2.36,30,0.292
3,16,0,0,0,50,Jn-43,Jn-44,1.64,60,0.31
3,16,0,0,0,51,Jn-43,Jn-53,1.46,40,0.318
3,16,0,0,0,52,Jn-44,Jn-45,1.63,30,0.383
3,16,0,0,0,53,Jn-44,Jn-54,1.4,60,0.31
3,16,0,0,0,54,Jn-45,Electronic City,1.48,60,0.334
3,16,0,0,0,55,Silk Board,Jn-51,1.61,40,0.402
3,16,0,0,0,56,Jn-51,Jn-52,2.44,40,0.285
3,16,0,0,0,57,Jn-52,Jn-53,2.07,30,0.212
3,16,0,0,0,58,Jn-53,Jn-54,1.06,30,0.347
3,16,0,0,0,59,Jn-54,Electronic City,1.62,50,0.246
3,17,0,0,0,0,Hebbal,Jn-01,1.56,30,0.537
3,17,0,0,0,1,Hebbal,Jn-10,2.17,30,0.479
3,17,0,0,0,2,Jn-01,Jn-02,1.23,50,0.515
3,17,0,0,0,3,Jn-01,Jn-11,1.5,60,0.561
3,17,0,0,0,4,Jn-02,Jn-03,1.03,40,0.633
3,17,0,0,0,5,Jn-02,Jn-12,2.41,40,0.508
3,17,0,0,0,6,Jn-03,Jn-04,1.28,60,0.566
3,17,0,0,0,7,Jn-03,Jn-13,1.01,30,0.521
3,17,0,0,0,8,Jn-04,KR Puram,1.92,40,0.538
3,17,0,0,0,9,Jn-04,Jn-14,2.46,50,0.519
3,17,0,0,0,10,KR Puram,Jn-15,2.18,50,0.59
3,17,0,0,0,11,Jn-10,Jn-11,2.47,30,0.494
3,17,0,0,0,12,Jn-10,Jn-20,1.91,30,0.543
3,17,0,0,0,13,Jn-11,Jn-12,1.02,30,0.724
3,17,0,0,0,14,Jn-11,Jn-21,2.21,30,0.441
3,17,0,0,0,15,Jn-12,Jn-13,1.35,60,0.532
3,17,0,0,0,16,Jn-12,MG Road,1.18,30,0.557
3,17,0,0,0,17,Jn-13,Jn-14,1.26,30,0.557
3,17,0,0,0,18,Jn-13,Jn-23,1.99,40,0.611
3,17,0,0,0,19,Jn-14,Jn-15,1.31,60,0.574
3,17,0,0,0,20,Jn-14,Jn-24,2.45,40,0.595
3,17,0,0,0,21,Jn-15,Jn-25,1.59,60,0.562
3,17,0,0,0,22,Jn-20,Jn-21,2.38,60,0.552
3,17,0,0,0,23,Jn-20,Jn-30,1.78,40,0.461
3,17,0,0,0,24,Jn-21,MG Road,1.58,40,0.642
3,17,0,0,0,25,Jn-21,Jn-31,1.88,30,0.541
3,17,0,0,0,26,MG Road,Jn-23,1.81,30,0.505
3,17,0,0,0,27,MG Road,Jn-32,1.25,30,0.68
3,17,0,0,0,28,Jn-23,Jn-24,2.16,60,0.486
3,17,0,0,0,29,Jn-23,Koramangala,1.02,50,0.601
3,17,0,0,0,30,Jn-24,Jn-25,2.09,30,0.563
3,17,0,0,0,31,Jn-24,Jn-34,2.39,40,0.524
3,17,0,0,0,32,Jn-25,Jn-35,2.29,60,0.543
3,17,0,0,0,33,Jn-30,Jn-31,1.14,50,0.47
3,17,0,0,0,34,Jn-30,Jn-40,1.49,50,0.573
3,17,0,0,0,35,Jn-31,Jn-32,1.41,50,0.594
3,17,0,0,0,36,Jn-31,Jn-41,1.18,40,0.605
3,17,0,0,0,37,Jn-32,Koramangala,2.08,50,0.628
3,17,0,0,0,38,Jn-32,Jn-42,1.74,30,0.546
3,17,0,0,0,39,Koramangala,Jn-34,1.17,60,0.494
3,17,0,0,0,40,Koramangala,Jn-43,1.05,50,0.527
3,17,0,0,0,41,Jn-34,Jn-35,1.84,60,0.645
3,17,0,0,0,42,Jn-34,Jn-44,1.37,30,0.562
3,17,0,0,0,43,Jn-35,Jn-45,1.3,30,0.52
3,17,0,0,0,44,Jn-40,Jn-41,1.43,40,0.656
3,17,0,0,0,45,Jn-40,Silk Board,1.94,40,0.604
3,17,0,0,0,46,Jn-41,Jn-42,2.31,60,0.524
3,17,0,0,0,47,Jn-41,Jn-51,1.62,40,0.521
3,17,0,0,0,48,Jn-42,Jn-43,2.21,60,0.534
3,17,0,0,0,49,Jn-42,Jn-52,2.36,30,0.492
3,17,0,0,0,50,Jn-43,Jn-44,1.64,60,0.52
3,17,0,0,0,51,Jn-43,Jn-53,1.46,40,0.543
3,17,0,0,0,52,Jn-44,Jn-45,1.63,30,0.546
3,17,0,0,0,53,Jn-44,Jn-54,1.4,60,0.543
3,17,0,0,0,54,Jn-45,Electronic City,1.48,60,0.537
3,17,0,0,0,55,Silk Board,Jn-51,1.61,40,0.635
3,17,0,0,0,56,Jn-51,Jn-52,2.44,40,0.531
3,17,0,0,0,57,Jn-52,Jn-53,2.07,30,0.523
3,17,0,0,0,58,Jn-53,Jn-54,1.06,30,0.703
3,17,0,0,0,59,Jn-54,Electronic City,1.62,50,0.563
3,18,0,0,0,0,Hebbal,Jn-01,1.56,30,0.573
3,18,0,0,0,1,Hebbal,Jn-10,2.17,30,0.52
3,18,0,0,0,2,Jn-01,Jn-02,1.23,50,0.596
3,18,0,0,0,3,Jn-01,Jn-11,1.5,60,0.556
3,18,0,0,0,4,Jn-02,Jn-03,1.03,40,0.562
3,18,0,0,0,5,Jn-02,Jn-12,2.41,40,0.397
3,18,0,0,0,6,Jn-03,Jn-04,1.28,60,0.62
3,18,0,0,0,7,Jn-03,Jn-13,1.01,30,0.587
3,18,0,0,0,8,Jn-04,KR Puram,1.92,40,0.464
3,18,0,0,0,9,Jn-04,Jn-14,2.46,50,0.539
3,18,0,0,0,10,KR Puram,Jn-15,2.18,50,0.507
3,18,0,0,0,11,Jn-10,Jn-11,2.47,30,0.501
3,18,0,0,0,12,Jn-10,Jn-20,1.91,30,0.594
3,18,0,0,0,13,Jn-11,Jn-12,1.02,30,0.554
3,18,0,0,0,14,Jn-11,Jn-21,2.21,30,0.499
3,18,0,0,0,15,Jn-12,Jn-13,1.35,60,0.535
3,18,0,0,0,16,Jn-12,MG Road,1.18,30,0.611
3,18,0,0,0,17,Jn-13,Jn-14,1.26,30,0.537
3,18,0,0,0,18,Jn-13,Jn-23,1.99,40,0.535
3,18,0,0,0,19,Jn-14,Jn-15,1.31,60,0.503
3,18,0,0,0,20,Jn-14,Jn-24,2.45,40,0.537
3,18,0,0,0,21,Jn-15,Jn-25,1.59,60,0.609
3,18,0,0,0,22,Jn-20,Jn-21,2.38,60,0.584
3,18,0,0,0,23,Jn-20,Jn-30,1.78,40,0.537
3,18,0,0,0,24,Jn-21,MG Road,1.58,40,0.51
3,18,0,0,0,25,Jn-21,Jn-31,1.88,30,0.507
3,18,0,0,0,26,MG Road,Jn-23,1.81,30,0.561
3,18,0,0,0,27,MG Road,Jn-32,1.25,30,0.629
3,18,0,0,0,28,Jn-23,Jn-24,2.16,60,0.551
3,18,0,0,0,29,Jn-23,Koramangala,1.02,50,0.656
3,18,0,0,0,30,Jn-24,Jn-25,2.09,30,0.612
3,18,0,0,0,31,Jn-24,Jn-34,2.39,40,0.502
3,18,0,0,0,32,Jn-25,Jn-35,2.29,60,0.526
3,18,0,0,0,33,Jn-30,Jn-31,1.14,50,0.426
3,18,0,0,0,34,Jn-30,Jn-40,1.49,50,0.563
3,18,0,0,0,35,Jn-31,Jn-32,1.41,50,0.539
3,18,0,0,0,36,Jn-31,Jn-41,1.18,40,0.622
3,18,0,0,0,37,Jn-32,Koramangala,2.08,50,0.591
3,18,0,0,0,38,Jn-32,Jn-42,1.74,30,0.575
3,18,0,0,0,39,Koramangala,Jn-34,1.17,60,0.424
3,18,0,0,0,40,Koramangala,Jn-43,1.05,50,0.514
3,18,0,0,0,41,Jn-34,Jn-35,1.84,60,0.634
3,18,0,0,0,42,Jn-34,Jn-44,1.37,30,0.63
3,18,0,0,0,43,Jn-35,Jn-45,1.3,30,0.488
3,18,0,0,0,44,Jn-40,Jn-41,1.43,40,0.625
3,18,0,0,0,45,Jn-40,Silk Board,1.94,40,0.614
3,18,0,0,0,46,Jn-41,Jn-42,2.31,60,0.481
3,18,0,0,0,47,Jn-41,Jn-51,1.62,40,0.576
3,18,0,0,0,48,Jn-42,Jn-43,2.21,60,0.504
3,18,0,0,0,49,Jn-42,Jn-52,2.36,30,0.548
3,18,0,0,0,50,Jn-43,Jn-44,1.64,60,0.54
3,18,0,0,0,51,Jn-43,Jn-53,1.46,40,0.57
3,18,0,0,0,52,Jn-44,Jn-45,1.63,30,0.554
3,18,0,0,0,53,Jn-44,Jn-54,1.4,60,0.649
3,18,0,0,0,54,Jn-45,Electronic City,1.48,60,0.647
3,18,0,0,0,55,Silk Board,Jn-51,1.61,40,0.587
3,18,0,0,0,56,Jn-51,Jn-52,2.44,40,0.571
3,18,0,0,0,57,Jn-52,Jn-53,2.07,30,0.531
3,18,0,0,0,58,Jn-53,Jn-54,1.06,30,0.658
3,18,0,0,0,59,Jn-54,Electronic City,1.62,50,0.5
3,19,0,0,0,0,Hebbal,Jn-01,1.56,30,0.394
3,19,0,0,0,1,Hebbal,Jn-10,2.17,30,0.558
3,19,0,0,0,2,Jn-01,Jn-02,1.23,50,0.579
3,19,0,0,0,3,Jn-01,Jn-11,1.5,60,0.515
3,19,0,0,0,4,Jn-02,Jn-03,1.03,40,0.564
3,19,0,0,0,5,Jn-02,Jn-12,2.41,40,0.57
3,19,0,0,0,6,Jn-03,Jn-04,1.28,60,0.631
3,19,0,0,0,7,Jn-03,Jn-13,1.01,30,0.563
3,19,0,0,0,8,Jn-04,KR Puram,1.92,40,0.479
3,19,0,0,0,9,Jn-04,Jn-14,2.46,50,0.552
3,19,0,0,0,10,KR Puram,Jn-15,2.18,50,0.532
3,19,0,0,0,11,Jn-10,Jn-11,2.47,30,0.531
3,19,0,0,0,12,Jn-10,Jn-20,1.91,30,0.514
3,19,0,0,0,13,Jn-11,Jn-12,1.02,30,0.592
3,19,0,0,0,14,Jn-11,Jn-21,2.21,30,0.523
3,19,0,0,0,15,Jn-12,Jn-13,1.35,60,0.544
3,19,0,0,0,16,Jn-12,MG Road,1.18,30,0.661
3,19,0,0,0,17,Jn-13,Jn-14,1.26,30,0.492
3,19,0,0,0,18,Jn-13,Jn-23,1.99,40,0.541
3,19,0,0,0,19,Jn-14,Jn-15,1.31,60,0.47
3,19,0,0,0,20,Jn-14,Jn-24,2.45,40,0.546
3,19,0,0,0,21,Jn-15,Jn-25,1.59,60,0.511
3,19,0,0,0,22,Jn-20,Jn-21,2.38,60,0.547
3,19,0,0,0,23,Jn-20,Jn-30,1.78,40,0.471
3,19,0,0,0,24,Jn-21,MG Road,1.58,40,0.589
3,19,0,0,0,25,Jn-21,Jn-31,1.88,30,0.551
3,19,0,0,0,26,MG Road,Jn-23,1.81,30,0.456
3,19,0,0,0,27,MG Road,Jn-32,1.25,30,0.68
3,19,0,0,0,28,Jn-23,Jn-24,2.16,60,0.625
3,19,0,0,0,29,Jn-23,Koramangala,1.02,50,0.587
3,19,0,0,0,30,Jn-24,Jn-25,2.09,30,0.544
3,19,0,0,0,31,Jn-24,Jn-34,2.39,40,0.611
3,19,0,0,0,32,Jn-25,Jn-35,2.29,60,0.493
3,19,0,0,0,33,Jn-30,Jn-31,1.14,50,0.529
3,19,0,0,0,34,Jn-30,Jn-40,1.49,50,0.577
3,19,0,0,0,35,Jn-31,Jn-32,1.41,50,0.606
3,19,0,0,0,36,Jn-31,Jn-41,1.18,40,0.62
3,19,0,0,0,37,Jn-32,Koramangala,2.08,50,0.577
3,19,0,0,0,38,Jn-32,Jn-42,1.74,30,0.55
3,19,0,0,0,39,Koramangala,Jn-34,1.17,60,0.481
3,19,0,0,0,40,Koramangala,Jn-43,1.05,50,0.512
3,19,0,0,0,41,Jn-34,Jn-35,1.84,60,0.617
3,19,0,0,0,42,Jn-34,Jn-44,1.37,30,0.538
3,19,0,0,0,43,Jn-35,Jn-45,1.3,30,0.432
3,19,0,0,0,44,Jn-40,Jn-41,1.43,40,0.662
3,19,0,0,0,45,Jn-40,Silk Board,1.94,40,0.556
3,19,0,0,0,46,Jn-41,Jn-42,2.31,60,0.462
3,19,0,0,0,47,Jn-41,Jn-51,1.62,40,0.554
3,19,0,0,0,48,Jn-42,Jn-43,2.21,60,0.537
3,19,0,0,0,49,Jn-42,Jn-52,2.36,30,0.443
3,19,0,0,0,50,Jn-43,Jn-44,1.64,60,0.547
3,19,0,0,0,51,Jn-43,Jn-53,1.46,40,0.516
3,19,0,0,0,52,Jn-44,Jn-45,1.63,30,0.653
3,19,0,0,0,53,Jn-44,Jn-54,1.4,60,0.642
3,19,0,0,0,54,Jn-45,Electronic City,1.48,60,0.548
3,19,0,0,0,55,Silk Board,Jn-51,1.61,40,0.597
3,19,0,0,0,56,Jn-51,Jn-52,2.44,40,0.581
3,19,0,0,0,57,Jn-52,Jn-53,2.07,30,0.547
3,19,0,0,0,58,Jn-53,Jn-54,1.06,30,0.626
3,19,0,0,0,59,Jn-54,Electronic City,1.62,50,0.513
3,20,0,0,0,0,Hebbal,Jn-01,1.56,30,0.509
3,20,0,0,0,1,Hebbal,Jn-10,2.17,30,0.48
3,20,0,0,0,2,Jn-01,Jn-02,1.23,50,0.535
3,20,0,0,0,3,Jn-01,Jn-11,1.5,60,0.502
3,20,0,0,0,4,Jn-02,Jn-03,1.03,40,0.627
3,20,0,0,0,5,Jn-02,Jn-12,2.41,40,0.519
3,20,0,0,0,6,Jn-03,Jn-04,1.28,60,0.542
3,20,0,0,0,7,Jn-03,Jn-13,1.01,30,0.601
3,20,0,0,0,8,Jn-04,KR Puram,1.92,40,0.489
3,20,0,0,0,9,Jn-04,Jn-14,2.46,50,0.508
3,20,0,0,0,10,KR Puram,Jn-15,2.18,50,0.571
3,20,0,0,0,11,Jn-10,Jn-11,2.47,30,0.502
3,20,0,0,0,12,Jn-10,Jn-20,1.91,30,0.565
3,20,0,0,0,13,Jn-11,Jn-12,1.02,30,0.607
3,20,0,0,0,14,Jn-11,Jn-21,2.21,30,0.501
3,20,0,0,0,15,Jn-12,Jn-13,1.35,60,0.536
3,20,0,0,0,16,Jn-12,MG Road,1.18,30,0.628
3,20,0,0,0,17,Jn-13,Jn-14,1.26,30,0.443
3,20,0,0,0,18,Jn-13,Jn-23,1.99,40,0.526
3,20,0,0,0,19,Jn-14,Jn-15,1.31,60,0.576
3,20,0,0,0,20,Jn-14,Jn-24,2.45,40,0.515
3,20,0,0,0,21,Jn-15,Jn-25,1.59,60,0.546
3,20,0,0,0,22,Jn-20,Jn-21,2.38,60,0.549
3,20,0,0,0,23,Jn-20,Jn-30,1.78,40,0.479
3,20,0,0,0,24,Jn-21,MG Road,1.58,40,0.473
3,20,0,0,0,25,Jn-21,Jn-31,1.88,30,0.513
3,20,0,0,0,26,MG Road,Jn-23,1.81,30,0.53
3,20,0,0,0,27,MG Road,Jn-32,1.25,30,0.625
3,20,0,0,0,28,Jn-23,Jn-24,2.16,60,0.519
3,20,0,0,0,29,Jn-23,Koramangala,1.02,50,0.587
3,20,0,0,0,30,Jn-24,Jn-25,2.09,30,0.611
3,20,0,0,0,31,Jn-24,Jn-34,2.39,40,0.49
3,20,0,0,0,32,Jn-25,Jn-35,2.29,60,0.523
3,20,0,0,0,33,Jn-30,Jn-31,1.14,50,0.517
3,20,0,0,0,34,Jn-30,Jn-40,1.49,50,0.593
3,20,0,0,0,35,Jn-31,Jn-32,1.41,50,0.608
3,20,0,0,0,36,Jn-31,Jn-41,1.18,40,0.581
3,20,0,0,0,37,Jn-32,Koramangala,2.08,50,0.601
3,20,0,0,0,38,Jn-32,Jn-42,1.74,30,0.602
3,20,0,0,0,39,Koramangala,Jn-34,1.17,60,0.455
3,20,0,0,0,40,Koramangala,Jn-43,1.05,50,0.553
3,20,0,0,0,41,Jn-34,Jn-35,1.84,60,0.556
3,20,0,0,0,42,Jn-34,Jn-44,1.37,30,0.49
3,20,0,0,0,43,Jn-35,Jn-45,1.3,30,0.507
3,20,0,0,0,44,Jn-40,Jn-41,1.43,40,0.597
3,20,0,0,0,45,Jn-40,Silk Board,1.94,40,0.584
3,20,0,0,0,46,Jn-41,Jn-42,2.31,60,0.512
3,20,0,0,0,47,Jn-41,Jn-51,1.62,40,0.522
3,20,0,0,0,48,Jn-42,Jn-43,2.21,60,0.532
3,20,0,0,0,49,Jn-42,Jn-52,2.36,30,0.464
3,20,0,0,0,50,Jn-43,Jn-44,1.64,60,0.59
3,20,0,0,0,51,Jn-43,Jn-53,1.46,40,0.504
3,20,0,0,0,52,Jn-44,Jn-45,1.63,30,0.577
3,20,0,0,0,53,Jn-44,Jn-54,1.4,60,0.579
3,20,0,0,0,54,Jn-45,Electronic City,1.48,60,0.587
3,20,0,0,0,55,Silk Board,Jn-51,1.61,40,0.614
3,20,0,0,0,56,Jn-51,Jn-52,2.44,40,0.564
3,20,0,0,0,57,Jn-52,Jn-53,2.07,30,0.556
3,20,0,0,0,58,Jn-53,Jn-54,1.06,30,0.628
3,20,0,0,0,59,Jn-54,Electronic City,1.62,50,0.543
3,21,0,0,0,0,Hebbal,Jn-01,1.56,30,0.068
3,21,0,0,0,1,Hebbal,Jn-10,2.17,30,0.05
3,21,0,0,0,2,Jn-01,Jn-02,1.23,50,0.153
3,21,0,0,0,3,Jn-01,Jn-11,1.5,60,0.172
3,21,0,0,0,4,Jn-02,Jn-03,1.03,40,0.213
3,21,0,0,0,5,Jn-02,Jn-12,2.41,40,0.104
3,21,0,0,0,6,Jn-03,Jn-04,1.28,60,0.181
3,21,0,0,0,7,Jn-03,Jn-13,1.01,30,0.06
3,21,0,0,0,8,Jn-04,KR Puram,1.92,40,0.162
3,21,0,0,0,9,Jn-04,Jn-14,2.46,50,0.142
3,21,0,0,0,10,KR Puram,Jn-15,2.18,50,0.165
3,21,0,0,0,11,Jn-10,Jn-11,2.47,30,0.053
3,21,0,0,0,12,Jn-10,Jn-20,1.91,30,0.161
3,21,0,0,0,13,Jn-11,Jn-12,1.02,30,0.172
3,21,0,0,0,14,Jn-11,Jn-21,2.21,30,0.101
3,21,0,0,0,15,Jn-12,Jn-13,1.35,60,0.132
3,21,0,0,0,16,Jn-12,MG Road,1.18,30,0.207
3,21,0,0,0,17,Jn-13,Jn-14,1.26,30,0.147
3,21,0,0,0,18,Jn-13,Jn-23,1.99,40,0.094
3,21,0,0,0,19,Jn-14,Jn-15,1.31,60,0.08
3,21,0,0,0,20,Jn-14,Jn-24,2.45,40,0.164
3,21,0,0,0,21,Jn-15,Jn-25,1.59,60,0.254
3,21,0,0,0,22,Jn-20,Jn-21,2.38,60,0.161
3,21,0,0,0,23,Jn-20,Jn-30,1.78,40,0.152
3,21,0,0,0,24,Jn-21,MG Road,1.58,40,0.157
3,21,0,0,0,25,Jn-21,Jn-31,1.88,30,0.2
3,21,0,0,0,26,MG Road,Jn-23,1.81,30,0.055
3,21,0,0,0,27,MG Road,Jn-32,1.25,30,0.231
3,21,0,0,0,28,Jn-23,Jn-24,2.16,60,0.06
3,21,0,0,0,29,Jn-23,Koramangala,1.02,50,0.085
3,21,0,0,0,30,Jn-24,Jn-25,2.09,30,0.182
3,21,0,0,0,31,Jn-24,Jn-34,2.39,40,0.104
3,21,0,0,0,32,Jn-25,Jn-35,2.29,60,0.135
3,21,0,0,0,33,Jn-30,Jn-31,1.14,50,0.124
3,21,0,0,0,34,Jn-30,Jn-40,1.49,50,0.294
3,21,0,0,0,35,Jn-31,Jn-32,1.41,50,0.142
3,21,0,0,0,36,Jn-31,Jn-41,1.18,40,0.226
3,21,0,0,0,37,Jn-32,Koramangala,2.08,50,0.171
3,21,0,0,0,38,Jn-32,Jn-42,1.74,30,0.2
3,21,0,0,0,39,Koramangala,Jn-34,1.17,60,0.085
3,21,0,0,0,40,Koramangala,Jn-43,1.05,50,0.136
3,21,0,0,0,41,Jn-34,Jn-35,1.84,60,0.288
3,21,0,0,0,42,Jn-34,Jn-44,1.37,30,0.208
3,21,0,0,0,43,Jn-35,Jn-45,1.3,30,0.097
3,21,0,0,0,44,Jn-40,Jn-41,1.43,40,0.12
3,21,0,0,0,45,Jn-40,Silk Board,1.94,40,0.162
3,21,0,0,0,46,Jn-41,Jn-42,2.31,60,0.221
3,21,0,0,0,47,Jn-41,Jn-51,1.62,40,0.152
3,21,0,0,0,48,Jn-42,Jn-43,2.21,60,0.178
3,21,0,0,0,49,Jn-42,Jn-52,2.36,30,0.171
3,21,0,0,0,50,Jn-43,Jn-44,1.64,60,0.143
3,21,0,0,0,51,Jn-43,Jn-53,1.46,40,0.124
3,21,0,0,0,52,Jn-44,Jn-45,1.63,30,0.088
3,21,0,0,0,53,Jn-44,Jn-54,1.4,60,0.248
3,21,0,0,0,54,Jn-45,Electronic City,1.48,60,0.131
3,21,0,0,0,55,Silk Board,Jn-51,1.61,40,0.234
3,21,0,0,0,56,Jn-51,Jn-52,2.44,40,0.135
3,21,0,0,0,57,Jn-52,Jn-53,2.07,30,0.111
3,21,0,0,0,58,Jn-53,Jn-54,1.06,30,0.228
3,21,0,0,0,59,Jn-54,Electronic City,1.62,50,0.133
3,22,0,0,0,0,Hebbal,Jn-01,1.56,30,0.062
3,22,0,0,0,1,Hebbal,Jn-10,2.17,30,0.152
3,22,0,0,0,2,Jn-01,Jn-02,1.23,50,0.125
3,22,0,0,0,3,Jn-01,Jn-11,1.5,60,0.118
3,22,0,0,0,4,Jn-02,Jn-03,1.03,40,0.184
3,22,0,0,0,5,Jn-02,Jn-12,2.41,40,0.108
3,22,0,0,0,6,Jn-03,Jn-04,1.28,60,0.179
3,22,0,0,0,7,Jn-03,Jn-13,1.01,30,0.179
3,22,0,0,0,8,Jn-04,KR Puram,1.92,40,0.077
3,22,0,0,0,9,Jn-04,Jn-14,2.46,50,0.144
3,22,0,0,0,10,KR Puram,Jn-15,2.18,50,0.093
3,22,0,0,0,11,Jn-10,Jn-11,2.47,30,0.119
3,22,0,0,0,12,Jn-10,Jn-20,1.91,30,0.156
3,22,0,0,0,13,Jn-11,Jn-12,1.02,30,0.207
3,22,0,0,0,14,Jn-11,Jn-21,2.21,30,0.05
3,22,0,0,0,15,Jn-12,Jn-13,1.35,60,0.204
3,22,0,0,0,16,Jn-12,MG Road,1.18,30,0.157
3,22,0,0,0,17,Jn-13,Jn-14,1.26,30,0.095
3,22,0,0,0,18,Jn-13,Jn-23,1.99,40,0.157
3,22,0,0,0,19,Jn-14,Jn-15,1.31,60,0.059
3,22,0,0,0,20,Jn-14,Jn-24,2.45,40,0.086
3,22,0,0,0,21,Jn-15,Jn-25,1.59,60,0.085
3,22,0,0,0,22,Jn-20,Jn-21,2.38,60,0.196
3,22,0,0,0,23,Jn-20,Jn-30,1.78,40,0.106
3,22,0,0,0,24,Jn-21,MG Road,1.58,40,0.278
3,22,0,0,0,25,Jn-21,Jn-31,1.88,30,0.082
3,22,0,0,0,26,MG Road,Jn-23,1.81,30,0.088
3,22,0,0,0,27,MG Road,Jn-32,1.25,30,0.204
3,22,0,0,0,28,Jn-23,Jn-24,2.16,60,0.135
